FRAME,Date,UTC,IntSec,GPSWkSec,Longitude,Latitude,Easting,Northing,H-Ell,Roll,Pitch,Heading,ToffSet,GWSDiff,IntDiff,TrgMiss
20200622_110245_00001411,6/22/2020,03:10:25.039,681.619125,97843.039,121.2206129228,25.0206424026,272264.981,2768082.086,90.580,1.0731181048,2.3630360618,-47.3794315142,97161.419875,0.243,0.24288,0.00013
20200622_110245_00001412,6/22/2020,03:10:25.282,681.862125,97843.282,121.2205990564,25.0206539892,272263.579,2768083.367,90.632,0.9510279527,2.2355132273,-47.4528027049,97161.419875,0.243,0.243,0
20200622_110245_00001413,6/22/2020,03:10:25.528,682.108,97843.528,121.2205851067,25.0206655893,272262.169,2768084.650,90.687,0.7931350757,2.0845999150,-47.5170607443,97161.42,0.246,0.24587,0.00012
20200622_110245_00001414,6/22/2020,03:10:25.776,682.356875,97843.776,121.2205713167,25.0206770593,272260.776,2768085.918,90.732,0.6907813716,2.4544680166,-47.4324602761,97161.419125,0.248,0.24887,-0.00088
20200622_110245_00001415,6/22/2020,03:10:26.028,682.60875,97844.028,121.2205575397,25.0206885896,272259.383,2768087.193,90.790,0.6573341358,2.5451024060,-47.3671739155,97161.41925,0.252,0.25188,0.00013
20200622_110245_00001416,6/22/2020,03:10:26.286,682.8665,97844.286,121.2205436802,25.0207002529,272257.982,2768088.483,90.855,0.6785723912,2.5763510247,-47.2922059625,97161.4195,0.258,0.25775,0.00025
20200622_110245_00001417,6/22/2020,03:10:26.547,683.127125,97844.547,121.2205298035,25.0207119268,272256.580,2768089.773,90.918,0.6743170917,2.3408836858,-47.2122576655,97161.419875,0.261,0.26063,0.00038
20200622_110245_00001418,6/22/2020,03:10:26.810,683.390875,97844.81,121.2205160502,25.0207235762,272255.190,2768091.061,90.972,0.7699851896,2.3776050442,-47.1179340399,97161.419125,0.263,0.26375,-0.00075
20200622_110245_00001419,6/22/2020,03:10:27.074,683.6545,97845.074,121.2205024157,25.0207351857,272253.811,2768092.345,91.028,0.9215613557,2.4385564704,-47.0498257206,97161.4195,0.264,0.26362,0.00037
20200622_110245_00001420,6/22/2020,03:10:27.344,683.924,97845.344,121.2204885924,25.0207469469,272252.414,2768093.645,91.086,0.9606365326,2.4269841485,-46.9878647850,97161.42,0.27,0.2695,0.0005
20200622_110245_00001421,6/22/2020,03:10:27.613,684.193625,97845.613,121.2204749554,25.0207585740,272251.036,2768094.931,91.144,1.0263663180,2.4438035934,-46.9180274489,97161.419375,0.269,0.26963,-0.00062
20200622_110245_00001422,6/22/2020,03:10:27.889,684.469125,97845.889,121.2204611561,25.0207704574,272249.641,2768096.245,91.204,1.3560163091,2.3817345848,-46.9240271530,97161.419875,0.276,0.2755,0.0005
20200622_110245_00001423,6/22/2020,03:10:28.164,684.74475,97846.164,121.2204475676,25.0207820842,272248.268,2768097.531,91.262,1.4923417101,2.4247416089,-47.0331224294,97161.41925,0.275,0.27562,-0.00062
20200622_110245_00001424,6/22/2020,03:10:28.446,685.026125,97846.446,121.2204338600,25.0207937601,272246.882,2768098.822,91.319,1.6408221786,2.5291974385,-47.2237957181,97161.419875,0.282,0.28138,0.00062
20200622_110245_00001425,6/22/2020,03:10:28.736,685.3165,97846.736,121.2204199496,25.0208053650,272245.476,2768100.105,91.388,1.3891057746,2.1637688810,-47.4381497448,97161.4195,0.29,0.29038,-0.00037
20200622_110245_00001426,6/22/2020,03:10:29.036,685.61575,97847.036,121.2204060925,25.0208169262,272244.075,2768101.383,91.440,1.3420210286,2.1850458103,-47.5473191560,97161.42025,0.3,0.29925,0.00075
20200622_110245_00001427,6/22/2020,03:10:29.344,685.923875,97847.344,121.2203924384,25.0208282370,272242.695,2768102.634,91.495,1.1517831147,2.7008063197,-47.5115614025,97161.420125,0.308,0.30812,-0.00012
20200622_110245_00001428,6/22/2020,03:10:29.670,686.249625,97847.67,121.2203786087,25.0208398313,272241.298,2768103.916,91.562,1.2616697689,2.6804824384,-47.4922657747,97161.420375,0.326,0.32575,0.00025
20200622_110245_00001429,6/22/2020,03:10:30.013,686.593375,97848.013,121.2203646363,25.0208514899,272239.885,2768105.205,91.634,1.1901645443,2.2817025702,-47.3705742271,97161.419625,0.343,0.34375,-0.00075
20200622_110245_00001430,6/22/2020,03:10:30.372,686.951875,97848.372,121.2203508292,25.0208631498,272238.490,2768106.494,91.690,1.3129004383,2.2156137042,-47.2647771582,97161.420125,0.359,0.3585,0.0005
20200622_110245_00001431,6/22/2020,03:10:30.742,687.32225,97848.742,121.2203371370,25.0208746776,272237.106,2768107.768,91.742,1.2573390325,2.2865139508,-47.1670116026,97161.41975,0.37,0.37038,-0.00038
20200622_110245_00001432,6/22/2020,03:10:31.130,687.71025,97849.13,121.2203233612,25.0208863494,272235.713,2768109.059,91.797,1.2910536139,2.4288424759,-47.0554789148,97161.41975,0.388,0.388,0
20200622_110245_00001433,6/22/2020,03:10:31.530,688.110125,97849.53,121.2203096067,25.0208980644,272234.323,2768110.354,91.854,1.3495526295,2.2604063176,-46.9362291965,97161.419875,0.4,0.39988,0.00012
20200622_110245_00001434,6/22/2020,03:10:31.942,688.522,97849.942,121.2202958482,25.0209097433,272232.933,2768111.646,91.908,1.1870286629,2.0749643141,-46.8504759241,97161.42,0.412,0.41188,0.00012
20200622_110245_00001435,6/22/2020,03:10:32.366,688.945625,97850.366,121.2202821497,25.0209214329,272231.548,2768112.938,91.951,1.0964421556,2.2846356191,-46.7319168085,97161.420375,0.424,0.42362,0.00037
20200622_110245_00001436,6/22/2020,03:10:32.801,689.38125,97850.801,121.2202685537,25.0209331260,272230.174,2768114.231,92.002,1.1011053643,2.5170311748,-46.6012797806,97161.41975,0.435,0.43563,-0.00062
20200622_110245_00001437,6/22/2020,03:10:33.254,689.8345,97851.254,121.2202549317,25.0209448703,272228.797,2768115.530,92.060,1.1006853763,2.6389007359,-46.5838680642,97161.4195,0.453,0.45325,-0.00025
20200622_110245_00001438,6/22/2020,03:10:33.726,690.3055,97851.726,121.2202412544,25.0209565893,272227.414,2768116.825,92.127,0.9268990796,2.5813958233,-46.6293864122,97161.4205,0.472,0.471,0.001
20200622_110245_00001439,6/22/2020,03:10:34.223,690.80325,97852.223,121.2202275294,25.0209682967,272226.027,2768118.120,92.194,0.7235432404,2.3648646955,-46.9319941109,97161.41975,0.497,0.49775,-0.00075
20200622_110245_00001440,6/22/2020,03:10:34.766,691.3455,97852.766,121.2202138474,25.0209797686,272224.644,2768119.388,92.247,0.7427510074,2.5872270138,-48.0928405071,97161.4205,0.543,0.54225,0.00075
20200622_110245_00001441,6/22/2020,03:10:35.349,691.929125,97853.349,121.2201999905,25.0209906291,272223.244,2768120.589,92.310,0.9993123219,2.8879240268,-51.1320478358,97161.419875,0.583,0.58362,-0.00063
20200622_110245_00001442,6/22/2020,03:10:35.977,692.557125,97853.977,121.2201855091,25.0210001379,272221.780,2768121.640,92.378,0.5992780932,3.1934988513,-56.9468286648,97161.419875,0.628,0.628,0
20200622_110245_00001443,6/22/2020,03:10:36.629,693.208875,97854.629,121.2201698529,25.0210076323,272220.199,2768122.467,92.453,-0.3314608524,3.1106585677,-65.7709939741,97161.420125,0.652,0.65175,0.00025
20200622_110245_00001444,6/22/2020,03:10:37.266,693.845875,97855.266,121.2201530510,25.0210127107,272218.502,2768123.027,92.518,-0.5017365157,2.8281390172,-76.6062321209,97161.420125,0.637,0.637,0
20200622_110245_00001445,6/22/2020,03:10:37.868,694.44725,97855.868,121.2201358701,25.0210148402,272216.768,2768123.260,92.567,-0.4347774424,2.9791710445,-87.4663567534,97161.42075,0.602,0.60138,0.00062
20200622_110245_00001446,6/22/2020,03:10:38.463,695.04275,97856.463,121.2201182446,25.0210138334,272214.989,2768123.146,92.631,-1.1688916011,2.3080142461,-97.2665039785,97161.42025,0.595,0.5955,-0.0005
20200622_110245_00001447,6/22/2020,03:10:39.041,695.6205,97857.041,121.2201008763,25.0210103097,272213.237,2768122.753,92.677,-1.4224221560,1.6898761335,-106.589542518,97161.4205,0.578,0.57775,0.00025
20200622_110245_00001448,6/22/2020,03:10:39.589,696.168625,97857.589,121.2200844441,25.0210045477,272211.580,2768122.112,92.697,-0.8293860290,1.6280627115,-115.800710378,97161.420375,0.548,0.54813,-0.00012
20200622_110245_00001449,6/22/2020,03:10:40.110,696.69,97858.11,121.2200691146,25.0209963466,272210.034,2768121.201,92.717,-0.4185607981,1.1983034814,-125.076722450,97161.42,0.521,0.52138,-0.00038
20200622_110245_00001450,6/22/2020,03:10:40.605,697.184875,97858.605,121.2200552730,25.0209859926,272208.639,2768120.052,92.726,-0.2369025853,0.9758695670,-132.930084338,97161.420125,0.495,0.49487,0.00012
20200622_110245_00001451,6/22/2020,03:10:41.079,697.658875,97859.079,121.2200426038,25.0209741766,272207.363,2768118.741,92.724,-0.2848060133,1.1899365623,-137.418738028,97161.420125,0.474,0.474,0
20200622_110245_00001452,6/22/2020,03:10:41.544,698.124,97859.544,121.2200302481,25.0209613534,272206.118,2768117.318,92.734,-0.6092858795,1.2780021492,-138.834228736,97161.42,0.465,0.46513,-0.00013
20200622_110245_00001453,6/22/2020,03:10:41.989,698.568375,97859.989,121.2200181537,25.0209484592,272204.900,2768115.888,92.747,-0.7505759323,1.4923576673,-139.725555204,97161.420625,0.445,0.44437,0.00063
20200622_110245_00001454,6/22/2020,03:10:42.424,699.003875,97860.424,121.2200060656,25.0209354114,272203.682,2768114.441,92.769,-0.8079907970,1.8506678836,-139.542478713,97161.420125,0.435,0.4355,-0.0005
20200622_110245_00001455,6/22/2020,03:10:42.848,699.427625,97860.848,121.2199937631,25.0209223340,272202.443,2768112.991,92.802,-0.8034236797,1.9830096774,-139.197638281,97161.420375,0.424,0.42375,0.00025
20200622_110245_00001456,6/22/2020,03:10:43.257,699.8365,97861.257,121.2199813436,25.0209093803,272201.192,2768111.554,92.838,-0.6784668419,2.0950863803,-138.694536796,97161.4205,0.409,0.40887,0.00012
20200622_110245_00001457,6/22/2020,03:10:43.651,700.230625,97861.651,121.2199688402,25.0208965307,272199.932,2768110.128,92.880,-0.6500118379,2.1163971261,-138.233196822,97161.420375,0.394,0.39413,-0.00012
20200622_110245_00001458,6/22/2020,03:10:44.033,700.612625,97862.033,121.2199563240,25.0208837416,272198.671,2768108.710,92.919,-0.8312801020,2.3441601306,-138.007875838,97161.420375,0.382,0.382,0
20200622_110245_00001459,6/22/2020,03:10:44.406,700.986,97862.406,121.2199436530,25.0208709597,272197.395,2768107.292,92.970,-0.8792366633,2.4230858604,-137.659493349,97161.42,0.373,0.37338,-0.00037
20200622_110245_00001460,6/22/2020,03:10:44.771,701.350375,97862.771,121.2199308701,25.0208582277,272196.107,2768105.880,93.023,-0.9111078473,2.5736084507,-137.341220436,97161.420625,0.365,0.36437,0.00062
20200622_110245_00001461,6/22/2020,03:10:45.123,701.703,97863.123,121.2199182150,25.0208457441,272194.832,2768104.495,93.080,-0.9077397849,2.6830663652,-137.184335247,97161.42,0.352,0.35262,-0.00062
20200622_110245_00001462,6/22/2020,03:10:45.473,702.052625,97863.473,121.2199053685,25.0208331424,272193.538,2768103.097,93.139,-0.8855302973,2.7647663415,-137.045304178,97161.420375,0.35,0.34963,0.00037
20200622_110245_00001463,6/22/2020,03:10:45.817,702.396125,97863.817,121.2198925486,25.0208205259,272192.246,2768101.697,93.202,-1.0371399162,2.7738630712,-137.115290491,97161.420875,0.344,0.3435,0.0005
20200622_110245_00001464,6/22/2020,03:10:46.154,702.734,97864.154,121.2198797708,25.0208079906,272190.959,2768100.307,93.267,-0.9665675752,2.7223940468,-137.133685284,97161.42,0.337,0.33788,-0.00088
20200622_110245_00001465,6/22/2020,03:10:46.489,703.06875,97864.489,121.2198668496,25.0207953532,272189.657,2768098.905,93.330,-0.7893708490,2.5566413711,-137.170122395,97161.42025,0.335,0.33475,0.00025
20200622_110245_00001466,6/22/2020,03:10:46.815,703.394625,97864.815,121.2198541400,25.0207828656,272188.377,2768097.520,93.385,-0.6903820668,2.6207056325,-137.332615091,97161.420375,0.326,0.32587,0.00013
20200622_110245_00001467,6/22/2020,03:10:47.141,703.7205,97865.141,121.2198413088,25.0207701715,272187.084,2768096.112,93.445,-0.6478720514,2.7132708990,-137.353421408,97161.4205,0.326,0.32587,0.00013
20200622_110245_00001468,6/22/2020,03:10:47.461,704.040625,97865.461,121.2198285970,25.0207575586,272185.803,2768094.713,93.505,-0.7027379549,2.8613532978,-137.365890391,97161.420375,0.32,0.32012,-0.00013
20200622_110245_00001469,6/22/2020,03:10:47.778,704.357625,97865.778,121.2198158741,25.0207449338,272184.522,2768093.312,93.574,-0.7460433269,2.8646812841,-137.331399549,97161.420375,0.317,0.317,0
20200622_110245_00001470,6/22/2020,03:10:48.092,704.6715,97866.092,121.2198031976,25.0207323619,272183.244,2768091.918,93.640,-0.8795749243,3.0642160513,-137.269334407,97161.4205,0.314,0.31388,0.00012
20200622_110245_00001471,6/22/2020,03:10:48.403,704.982625,97866.403,121.2197904031,25.0207198305,272181.955,2768090.527,93.713,-0.6274854629,3.0324433445,-137.251249118,97161.420375,0.311,0.31112,-0.00012
20200622_110245_00001472,6/22/2020,03:10:48.711,705.29075,97866.711,121.2197775954,25.0207072736,272180.665,2768089.135,93.786,-0.4126110778,2.9333128013,-137.329486447,97161.42025,0.308,0.30813,-0.00013
20200622_110245_00001473,6/22/2020,03:10:49.017,705.596,97867.017,121.2197648035,25.0206946161,272179.376,2768087.730,93.856,-0.3845960037,2.8632625649,-137.438238908,97161.421,0.306,0.30525,0.00075
20200622_110245_00001474,6/22/2020,03:10:49.319,705.898125,97867.319,121.2197520963,25.0206819475,272178.096,2768086.325,93.925,-0.4464350570,2.7913759863,-137.551729722,97161.420875,0.302,0.30213,-0.00013
20200622_110245_00001475,6/22/2020,03:10:49.618,706.197375,97867.618,121.2197394839,25.0206693441,272176.826,2768084.927,93.991,-0.4736796599,2.8858451402,-137.666336869,97161.420625,0.299,0.29925,-0.00025
20200622_110245_00001476,6/22/2020,03:10:49.917,706.496625,97867.917,121.2197269240,25.0206567163,272175.560,2768083.526,94.059,-0.5546875600,2.7559587755,-137.756832575,97161.420375,0.299,0.29925,-0.00025
20200622_110245_00001477,6/22/2020,03:10:50.222,706.80175,97868.222,121.2197141839,25.0206439800,272174.277,2768082.114,94.126,-0.3940456454,2.7702515372,-137.795995326,97161.42025,0.305,0.30512,-0.00013
20200622_110245_00001478,6/22/2020,03:10:50.528,707.106875,97868.528,121.2197015617,25.0206312775,272173.005,2768080.705,94.192,-0.4146268074,2.8330988592,-137.713018052,97161.421125,0.306,0.30512,0.00088
20200622_110245_00001479,6/22/2020,03:10:50.836,707.415,97868.836,121.2196889268,25.0206186626,272171.732,2768079.305,94.263,-0.4374799268,2.7041926136,-137.431818868,97161.421,0.308,0.30813,-0.00013
20200622_110245_00001480,6/22/2020,03:10:51.153,707.732125,97869.153,121.2196761085,25.0206060246,272170.441,2768077.903,94.327,-0.5178957740,3.0091917659,-136.768617510,97161.420875,0.317,0.31713,-0.00012
20200622_110245_00001481,6/22/2020,03:10:51.473,708.052125,97869.473,121.2196632913,25.0205935914,272169.150,2768076.524,94.403,-0.8409936589,3.0403914234,-136.170844584,97161.420875,0.32,0.32,0
20200622_110245_00001482,6/22/2020,03:10:51.805,708.383875,97869.805,121.2196500576,25.0205811050,272167.816,2768075.139,94.483,-0.8863718326,2.6605714603,-135.697294212,97161.421125,0.332,0.33175,0.00025
20200622_110245_00001483,6/22/2020,03:10:52.142,708.7215,97870.142,121.2196369348,25.0205688849,272166.494,2768073.783,94.548,-0.9365974670,2.6318566444,-135.220554230,97161.4205,0.337,0.33763,-0.00062
20200622_110245_00001484,6/22/2020,03:10:52.492,709.071125,97870.492,121.2196233427,25.0205568026,272165.124,2768072.443,94.615,-0.1338781060,2.5463325804,-134.760433882,97161.420875,0.35,0.34963,0.00037
20200622_110245_00001485,6/22/2020,03:10:52.847,709.42675,97870.847,121.2196098441,25.0205449589,272163.764,2768071.129,94.677,0.7045135439,2.4847959305,-134.598599790,97161.42025,0.355,0.35562,-0.00063
20200622_110245_00001486,6/22/2020,03:10:53.212,709.791125,97871.212,121.2195963880,25.0205331124,272162.408,2768069.814,94.737,1.2144094885,2.6247565615,-134.465192503,97161.420875,0.365,0.36437,0.00063
20200622_110245_00001487,6/22/2020,03:10:53.588,710.167375,97871.588,121.2195829094,25.0205212184,272161.050,2768068.495,94.800,1.4672019263,2.5598845663,-134.262050550,97161.420625,0.376,0.37625,-0.00025
20200622_110245_00001488,6/22/2020,03:10:53.979,710.558375,97871.979,121.2195693481,25.0205093049,272159.684,2768067.173,94.866,1.6422158346,2.5497121644,-134.057898100,97161.420625,0.391,0.391,0
20200622_110245_00001489,6/22/2020,03:10:54.385,710.96425,97872.385,121.2195557477,25.0204975308,272158.313,2768065.867,94.930,2.0145600595,2.7717497339,-133.809036527,97161.42075,0.406,0.40588,0.00012
20200622_110245_00001490,6/22/2020,03:10:54.809,711.388,97872.809,121.2195422036,25.0204858252,272156.948,2768064.568,94.999,2.2758479529,2.8359252798,-133.925924850,97161.421,0.424,0.42375,0.00025
20200622_110245_00001491,6/22/2020,03:10:55.262,711.841375,97873.262,121.2195287365,25.0204740435,272155.591,2768063.261,95.074,2.4409413059,2.6233895969,-134.342159773,97161.420625,0.453,0.45337,-0.00037
20200622_110245_00001492,6/22/2020,03:10:55.763,712.342125,97873.763,121.2195151588,25.0204620273,272154.223,2768061.927,95.143,2.4952208070,2.3052285513,-134.096035116,97161.420875,0.501,0.50075,0.00025
20200622_110245_00001493,6/22/2020,03:10:56.326,712.904875,97874.326,121.2195013730,25.0204502442,272152.834,2768060.620,95.204,2.7061775419,1.9857836373,-132.746634011,97161.421125,0.563,0.56275,0.00025
20200622_110245_00001494,6/22/2020,03:10:56.995,713.5745,97874.995,121.2194871255,25.0204388416,272151.398,2768059.355,95.255,2.6045613902,1.8424063448,-129.914767359,97161.4205,0.669,0.66962,-0.00063
20200622_110245_00001495,6/22/2020,03:10:57.810,714.38925,97875.81,121.2194721622,25.0204281297,272149.890,2768058.166,95.294,2.5469439030,1.9500341389,-127.841799044,97161.42075,0.815,0.81475,0.00025
20200622_110245_00001496,6/22/2020,03:10:58.720,715.29875,97876.72,121.2194589110,25.0204174930,272148.554,2768056.986,95.341,2.2716516512,2.2087081782,-136.210445277,97161.42125,0.91,0.9095,0.0005
20200622_110245_00001497,6/22/2020,03:10:59.739,716.317875,97877.739,121.2194497637,25.0204049702,272147.633,2768055.597,95.393,1.5810195803,2.7535766262,-154.319391915,97161.421125,1.019,1.01912,-0.00012
20200622_110245_00001498,6/22/2020,03:11:00.696,717.27475,97878.696,121.2194461350,25.0203906912,272147.270,2768054.015,95.457,0.2862044844,2.6921659287,-175.694994745,97161.42125,0.957,0.95688,0.00012
20200622_110245_00001499,6/22/2020,03:11:01.742,718.320625,97879.742,121.2194488090,25.0203763505,272147.542,2768052.427,95.509,-0.6653242874,1.9116308094,161.0344550535,97161.421375,1.046,1.04587,0.00013
20200622_110245_00001500,6/22/2020,03:11:02.705,719.283375,97880.705,121.2194572564,25.0203640809,272148.397,2768051.069,95.536,-0.5363484172,1.3858162754,137.9951807059,97161.421625,0.963,0.96275,0.00025
20200622_110245_00001501,6/22/2020,03:11:03.644,720.222625,97881.644,121.2194701871,25.0203557966,272149.703,2768050.154,95.546,-0.1225339485,1.0226982789,115.0193382431,97161.421375,0.939,0.93925,-0.00025
20200622_110245_00001502,6/22/2020,03:11:04.604,721.1825,97882.604,121.2194857525,25.0203528347,272151.275,2768049.828,95.555,0.1635724729,0.7992088364,91.9456305371,97161.4215,0.96,0.95988,0.00013
20200622_110245_00001503,6/22/2020,03:11:05.475,722.0535,97883.475,121.2195012429,25.0203559562,272152.838,2768050.176,95.535,-0.6970666995,0.6594293904,68.8378379544,97161.4215,0.871,0.871,0
20200622_110245_00001504,6/22/2020,03:11:06.304,722.883,97884.304,121.2195142445,25.0203644589,272154.148,2768051.120,95.522,-1.3514574758,-0.3916964895,45.9850357393,97161.421,0.829,0.8295,-0.0005
20200622_110245_00001505,6/22/2020,03:11:07.110,723.688875,97885.11,121.2195234286,25.0203769825,272155.073,2768052.509,95.484,-0.7654291512,-1.3540341483,26.4110555785,97161.421125,0.806,0.80588,0.00012
20200622_110245_00001506,6/22/2020,03:11:07.892,724.471125,97885.892,121.2195297413,25.0203922276,272155.707,2768054.199,95.416,0.3028160915,-2.1073486274,16.4701662981,97161.420875,0.782,0.78225,-0.00025
20200622_110245_00001507,6/22/2020,03:11:08.621,725.19975,97886.621,121.2195346598,25.0204086389,272156.201,2768056.017,95.328,1.2213347303,-2.5594218815,14.2553138351,97161.42125,0.729,0.72862,0.00037
20200622_110245_00001508,6/22/2020,03:11:09.291,725.869375,97887.291,121.2195403100,25.0204253795,272156.768,2768057.872,95.216,2.0387962261,-2.0225954101,18.4654127517,97161.421625,0.67,0.66962,0.00037
20200622_110245_00001509,6/22/2020,03:11:09.883,726.462,97887.883,121.2195474018,25.0204416543,272157.481,2768059.676,95.119,1.8192842390,-1.4093443957,24.1437310191,97161.421,0.592,0.59262,-0.00062
20200622_110245_00001510,6/22/2020,03:11:10.429,727.007125,97888.429,121.2195565386,25.0204575927,272158.400,2768061.443,95.035,1.5822907958,-1.3847929007,30.4973095613,97161.421875,0.546,0.54512,0.00088
20200622_110245_00001511,6/22/2020,03:11:10.923,727.502,97888.923,121.2195671887,25.0204723652,272159.472,2768063.081,94.952,1.6755749648,-1.1934481689,35.0105918010,97161.421,0.494,0.49487,-0.00088
20200622_110245_00001512,6/22/2020,03:11:11.368,727.946375,97889.368,121.2195784264,25.0204864292,272160.604,2768064.641,94.894,1.5008801331,-1.4405304885,37.0360778209,97161.421625,0.445,0.44438,0.00063
20200622_110245_00001513,6/22/2020,03:11:11.786,728.364125,97889.786,121.2195903298,25.0205000490,272161.803,2768066.151,94.815,1.8366488456,-1.2351679034,39.1518019244,97161.421875,0.418,0.41775,0.00025
20200622_110245_00001514,6/22/2020,03:11:12.177,728.755125,97890.177,121.2196025558,25.0205132562,272163.034,2768067.616,94.747,2.0432714265,-1.1974744394,40.3963127401,97161.421875,0.391,0.391,0
20200622_110245_00001515,6/22/2020,03:11:12.550,729.128375,97890.55,121.2196149947,25.0205263674,272164.287,2768069.070,94.681,1.9135719380,-1.2671890552,41.3927329916,97161.421625,0.373,0.37325,-0.00025
20200622_110245_00001516,6/22/2020,03:11:12.908,729.486875,97890.908,121.2196276839,25.0205392458,272165.566,2768070.499,94.616,1.9891143629,-1.3368174812,42.0288571232,97161.421125,0.358,0.3585,-0.0005
20200622_110245_00001517,6/22/2020,03:11:13.252,729.8305,97891.252,121.2196402605,25.0205518648,272166.833,2768071.899,94.545,1.9338179455,-1.0206619921,42.3987572054,97161.4215,0.344,0.34362,0.00037
20200622_110245_00001518,6/22/2020,03:11:13.593,730.171375,97891.593,121.2196531388,25.0205646520,272168.130,2768073.317,94.489,1.9297382089,-1.3060037739,42.5541399690,97161.421625,0.341,0.34087,0.00013
20200622_110245_00001519,6/22/2020,03:11:13.925,730.503125,97891.925,121.2196659182,25.0205773051,272169.418,2768074.721,94.426,1.8686721135,-1.5642391066,42.6785104845,97161.421875,0.332,0.33175,0.00025
20200622_110245_00001520,6/22/2020,03:11:14.251,730.829,97892.251,121.2196785843,25.0205898742,272170.694,2768076.115,94.351,1.6385480823,-1.3143909856,42.7756740855,97161.422,0.326,0.32587,0.00013
20200622_110245_00001521,6/22/2020,03:11:14.574,731.151875,97892.574,121.2196914312,25.0206024605,272171.988,2768077.511,94.284,1.6865841702,-1.3779559110,42.9196578862,97161.422125,0.323,0.32288,0.00012
20200622_110245_00001522,6/22/2020,03:11:14.894,731.471875,97892.894,121.2197043052,25.0206151275,272173.285,2768078.916,94.220,1.4805983981,-1.5332765607,43.0302915505,97161.422125,0.32,0.32,0
20200622_110245_00001523,6/22/2020,03:11:15.208,731.785875,97893.208,121.2197171744,25.0206275817,272174.581,2768080.298,94.150,1.6345714812,-1.4477084716,43.1365340686,97161.422125,0.314,0.314,0
20200622_110245_00001524,6/22/2020,03:11:15.519,732.097,97893.519,121.2197300890,25.0206400636,272175.883,2768081.682,94.079,1.8512773170,-1.4345776783,42.9730416113,97161.422,0.311,0.31112,-0.00012
20200622_110245_00001525,6/22/2020,03:11:15.824,732.402125,97893.824,121.2197427879,25.0206525391,272177.162,2768083.066,94.014,1.7904881222,-1.4094523878,42.6782775928,97161.421875,0.305,0.30512,-0.00013
20200622_110245_00001526,6/22/2020,03:11:16.132,732.710375,97894.132,121.2197554936,25.0206651897,272178.442,2768084.470,93.948,1.6790674691,-1.3312321661,42.2631741657,97161.421625,0.308,0.30825,-0.00025
20200622_110245_00001527,6/22/2020,03:11:16.443,733.0215,97894.443,121.2197682044,25.0206779500,272179.723,2768085.885,93.886,1.7987673891,-1.6556961182,41.8243986475,97161.4215,0.311,0.31112,-0.00012
20200622_110245_00001528,6/22/2020,03:11:16.754,733.332375,97894.754,121.2197804132,25.0206906337,272180.952,2768087.292,93.816,1.2786714118,-1.3885808981,41.4608469055,97161.421625,0.311,0.31088,0.00013
20200622_110245_00001529,6/22/2020,03:11:17.077,733.655375,97895.077,121.2197928583,25.0207035915,272182.206,2768088.729,93.749,1.1135272991,-1.5083480790,41.1653368052,97161.421625,0.323,0.323,0
20200622_110245_00001530,6/22/2020,03:11:17.406,733.98425,97895.406,121.2198051022,25.0207165650,272183.439,2768090.168,93.686,0.7194937931,-1.6626316794,41.0103545099,97161.42175,0.329,0.32887,0.00012
20200622_110245_00001531,6/22/2020,03:11:17.744,734.322,97895.744,121.2198174861,25.0207294611,272184.687,2768091.599,93.611,0.8050408528,-1.4471583207,41.1734414779,97161.422,0.338,0.33775,0.00025
20200622_110245_00001532,6/22/2020,03:11:18.084,734.662625,97896.084,121.2198299251,25.0207423583,272185.940,2768093.029,93.549,0.8177999694,-1.5483651562,41.3493320938,97161.421375,0.34,0.34063,-0.00063
20200622_110245_00001533,6/22/2020,03:11:18.425,735.003375,97896.425,121.2198422872,25.0207550996,272187.185,2768094.442,93.481,0.8574236655,-1.2454796876,41.5041067196,97161.421625,0.341,0.34075,0.00025
20200622_110245_00001534,6/22/2020,03:11:18.775,735.352875,97896.775,121.2198549073,25.0207679872,272188.457,2768095.872,93.421,0.9371106957,-1.2692488005,41.8089964500,97161.422125,0.35,0.3495,0.0005
20200622_110245_00001535,6/22/2020,03:11:19.127,735.7055,97897.127,121.2198674877,25.0207806944,272189.724,2768097.282,93.364,0.9772950570,-1.4055546405,42.1323808719,97161.4215,0.352,0.35262,-0.00063
20200622_110245_00001536,6/22/2020,03:11:19.486,736.064,97897.486,121.2198801679,25.0207933751,272191.002,2768098.688,93.302,0.9658524762,-1.3860452894,42.4460021834,97161.422,0.359,0.3585,0.0005
20200622_110245_00001537,6/22/2020,03:11:19.853,736.431375,97897.853,121.2198930034,25.0208060502,272192.295,2768100.094,93.238,1.0538619559,-1.3532667021,42.7667196213,97161.421625,0.367,0.36738,-0.00038
20200622_110245_00001538,6/22/2020,03:11:20.224,736.80175,97898.224,121.2199057807,25.0208186066,272193.582,2768101.487,93.176,1.0673900371,-1.3490917409,42.7391606258,97161.42225,0.371,0.37037,0.00062
20200622_110245_00001539,6/22/2020,03:11:20.600,737.177875,97898.6,121.2199184621,25.0208311062,272194.860,2768102.874,93.116,1.0894511088,-1.3636535622,42.6752375856,97161.422125,0.376,0.37613,-0.00012
20200622_110245_00001540,6/22/2020,03:11:20.988,737.566,97898.988,121.2199312232,25.0208436995,272196.145,2768104.271,93.056,1.1543859413,-1.1495643140,42.6002605274,97161.422,0.388,0.38813,-0.00013
