FRAME,Date,UTC,IntSec,GPSWkSec,Longitude,Latitude,Easting,Northing,H-Ell,Roll,Pitch,Heading,ToffSet,GWSDiff,IntDiff,TrgMiss
20200622_110245_00002669,6/22/2020,03:18:17.340,1153.90025,98315.34,121.2183821775,25.0227875032,272039.463,2768319.319,90.325,0.3629163741,2.1486992380,-137.167425724,97161.43975,0.356,0.3555,0.0005
20200622_110245_00002670,6/22/2020,03:18:17.701,1154.26175,98315.701,121.2183693228,25.0227750154,272038.168,2768317.933,90.377,0.5290749904,2.1843705936,-136.909741131,97161.43925,0.361,0.3615,-0.0005
20200622_110245_00002671,6/22/2020,03:18:18.071,1154.632125,98316.071,121.2183564087,25.0227625683,272036.867,2768316.552,90.431,0.6037630838,2.0513481823,-136.657730942,97161.438875,0.37,0.37038,-0.00038
20200622_110245_00002672,6/22/2020,03:18:18.459,1155.020125,98316.459,121.2183435123,25.0227501700,272035.568,2768315.177,90.483,0.5314522357,1.9338156645,-136.443878004,97161.438875,0.388,0.388,0
20200622_110245_00002673,6/22/2020,03:18:18.874,1155.434875,98316.874,121.2183304498,25.0227377823,272034.252,2768313.803,90.528,0.5767661247,1.8567156133,-136.023792460,97161.439125,0.415,0.41475,0.00025
20200622_110245_00002674,6/22/2020,03:18:19.322,1155.88225,98317.322,121.2183172054,25.0227255120,272032.917,2768312.442,90.571,0.4132792578,2.1551710887,-134.567784266,97161.43975,0.448,0.44738,0.00063
20200622_110245_00002675,6/22/2020,03:18:19.819,1156.38,98317.819,121.2183030148,25.0227136509,272031.487,2768311.126,90.622,0.6795986009,2.2358820382,-130.683891914,97161.439,0.497,0.49775,-0.00075
20200622_110245_00002676,6/22/2020,03:18:20.362,1156.92225,98318.362,121.2182873797,25.0227028391,272029.911,2768309.925,90.678,1.1746710645,1.7935041216,-124.908582256,97161.43975,0.543,0.54225,0.00075
20200622_110245_00002677,6/22/2020,03:18:20.933,1157.493875,98318.933,121.2182705910,25.0226936643,272028.218,2768308.907,90.717,1.4148550077,1.6509058544,-117.789649121,97161.439125,0.571,0.57162,-0.00062
20200622_110245_00002678,6/22/2020,03:18:21.535,1158.095375,98319.535,121.2182523254,25.0226864720,272026.376,2768308.107,90.745,1.3165356457,1.4508933269,-109.434245212,97161.439625,0.602,0.6015,0.0005
20200622_110245_00002679,6/22/2020,03:18:22.148,1158.708625,98320.148,121.2182327912,25.0226819535,272024.406,2768307.603,90.757,1.1541802977,0.7355207641,-99.2655559239,97161.439375,0.613,0.61325,-0.00025
20200622_110245_00002680,6/22/2020,03:18:22.753,1159.313,98320.753,121.2182124418,25.0226808116,272022.352,2768307.473,90.752,0.5685374692,0.4683113960,-87.7686468162,97161.44,0.605,0.60438,0.00062
20200622_110245_00002681,6/22/2020,03:18:23.312,1159.873,98321.312,121.2181925427,25.0226832517,272020.343,2768307.741,90.734,0.3095169879,0.4316396583,-77.4663281166,97161.439,0.559,0.56,-0.001
20200622_110245_00002682,6/22/2020,03:18:23.837,1160.397375,98321.837,121.2181735250,25.0226889068,272018.423,2768308.364,90.713,0.5053810016,0.7412459675,-67.5447535166,97161.439625,0.525,0.52437,0.00062
20200622_110245_00002683,6/22/2020,03:18:24.335,1160.895125,98322.335,121.2181557304,25.0226972148,272016.626,2768309.281,90.702,0.4260751648,0.4573223115,-59.1239885003,97161.439875,0.498,0.49775,0.00025
20200622_110245_00002684,6/22/2020,03:18:24.800,1161.36025,98322.8,121.2181394757,25.0227072378,272014.983,2768310.389,90.686,0.2050595612,0.1476799318,-53.1287203579,97161.43975,0.465,0.46512,-0.00013
20200622_110245_00002685,6/22/2020,03:18:25.235,1161.79575,98323.235,121.2181244320,25.0227183526,272013.463,2768311.617,90.658,0.0468176830,0.1503228026,-49.2314985700,97161.43925,0.435,0.4355,-0.0005
20200622_110245_00002686,6/22/2020,03:18:25.638,1162.198625,98323.638,121.2181102455,25.0227300002,272012.029,2768312.905,90.628,0.2923595700,0.2407847058,-47.8231485145,97161.439375,0.403,0.40287,0.00013
20200622_110245_00002687,6/22/2020,03:18:26.015,1162.574875,98324.015,121.2180962605,25.0227417193,272010.616,2768314.201,90.604,0.3745183733,0.1063391713,-47.3364402970,97161.440125,0.377,0.37625,0.00075
20200622_110245_00002688,6/22/2020,03:18:26.370,1162.9305,98324.37,121.2180824987,25.0227534447,272009.225,2768315.497,90.573,0.4398962309,-0.0100258762,-46.8682209106,97161.4395,0.355,0.35562,-0.00063
20200622_110245_00002689,6/22/2020,03:18:26.711,1163.271125,98324.711,121.2180687272,25.0227653474,272007.833,2768316.814,90.542,0.4898952643,-0.0304128555,-46.4541078639,97161.439875,0.341,0.34063,0.00038
20200622_110245_00002690,6/22/2020,03:18:27.034,1163.594,98325.034,121.2180551691,25.0227771436,272006.463,2768318.118,90.507,0.4471420175,0.0085490074,-46.3627716292,97161.44,0.323,0.32288,0.00013
20200622_110245_00002691,6/22/2020,03:18:27.345,1163.905125,98325.345,121.2180415766,25.0227889609,272005.089,2768319.425,90.474,0.3214175995,0.0899969834,-46.2701905339,97161.439875,0.311,0.31112,-0.00012
20200622_110245_00002692,6/22/2020,03:18:27.647,1164.207375,98325.647,121.2180279017,25.0228009060,272003.707,2768320.745,90.443,0.3433862165,0.1533493191,-46.2698921860,97161.439625,0.302,0.30225,-0.00025
20200622_110245_00002693,6/22/2020,03:18:27.937,1164.49775,98325.937,121.2180142895,25.0228127123,272002.331,2768322.051,90.417,0.1736935325,0.1977918194,-46.4115003192,97161.43925,0.29,0.29038,-0.00037
20200622_110245_00002694,6/22/2020,03:18:28.219,1164.779125,98326.219,121.2180006145,25.0228245372,272000.948,2768323.358,90.389,0.1016817691,0.2461753643,-46.5326307900,97161.439875,0.282,0.28138,0.00062
20200622_110245_00002695,6/22/2020,03:18:28.491,1165.05175,98326.491,121.2179870070,25.0228363012,271999.573,2768324.659,90.369,0.1786503245,0.0626512258,-46.5707055850,97161.43925,0.272,0.27263,-0.00063
20200622_110245_00002696,6/22/2020,03:18:28.758,1165.31825,98326.758,121.2179733606,25.0228481283,271998.194,2768325.967,90.340,0.3239131623,0.3266428609,-46.6150761338,97161.43975,0.267,0.2665,0.0005
20200622_110245_00002697,6/22/2020,03:18:29.016,1165.576,98327.016,121.2179597918,25.0228598768,271996.822,2768327.266,90.318,0.4671300982,0.3997056925,-46.6419770389,97161.44,0.258,0.25775,0.00025
20200622_110245_00002698,6/22/2020,03:18:29.271,1165.830875,98327.271,121.2179459781,25.0228717640,271995.426,2768328.581,90.299,0.3522734869,0.2695530009,-46.6153035368,97161.440125,0.255,0.25488,0.00012
20200622_110245_00002699,6/22/2020,03:18:29.517,1166.07675,98327.517,121.2179323466,25.0228834967,271994.048,2768329.878,90.278,0.3054123529,0.0740864011,-46.6627964346,97161.44025,0.246,0.24587,0.00013
20200622_110245_00002700,6/22/2020,03:18:29.762,1166.32275,98327.762,121.2179185697,25.0228953264,271992.656,2768331.186,90.257,0.2948284227,-0.2291549702,-46.7277615006,97161.43925,0.245,0.246,-0.001
20200622_110245_00002701,6/22/2020,03:18:30.005,1166.565625,98328.005,121.2179049224,25.0229070522,271991.276,2768332.483,90.224,0.3384377074,-0.2998175244,-46.7983452216,97161.439375,0.243,0.24287,0.00013
20200622_110245_00002702,6/22/2020,03:18:30.251,1166.811625,98328.251,121.2178912441,25.0229188118,271989.894,2768333.783,90.189,0.4458043974,-0.1873495716,-46.8992590530,97161.439375,0.246,0.246,0
20200622_110245_00002703,6/22/2020,03:18:30.500,1167.0605,98328.5,121.2178775176,25.0229305542,271988.506,2768335.081,90.160,0.5562888519,-0.2654906088,-47.0067057081,97161.4395,0.249,0.24887,0.00012
20200622_110245_00002704,6/22/2020,03:18:30.752,1167.312125,98328.752,121.2178638283,25.0229421962,271987.123,2768336.368,90.135,0.6381307568,-0.2810203292,-47.1171058862,97161.439875,0.252,0.25162,0.00037
20200622_110245_00002705,6/22/2020,03:18:31.010,1167.569875,98329.01,121.2178500709,25.0229538385,271985.732,2768337.656,90.106,0.6391349828,-0.3346300832,-47.2434651932,97161.440125,0.258,0.25775,0.00025
20200622_110245_00002706,6/22/2020,03:18:31.273,1167.833625,98329.273,121.2178363338,25.0229654238,271984.344,2768338.937,90.074,0.6220453286,-0.2459519185,-47.3545801949,97161.439375,0.263,0.26375,-0.00075
20200622_110245_00002707,6/22/2020,03:18:31.540,1168.10025,98329.54,121.2178225942,25.0229769361,271982.955,2768340.210,90.045,0.5546890842,-0.1915429139,-47.4562483056,97161.43975,0.267,0.26662,0.00037
20200622_110245_00002708,6/22/2020,03:18:31.816,1168.37575,98329.816,121.2178085914,25.0229885831,271981.540,2768341.497,90.021,0.4380356919,-0.2095959473,-47.5171795917,97161.44025,0.276,0.2755,0.0005
20200622_110245_00002709,6/22/2020,03:18:32.094,1168.65425,98330.094,121.2177948758,25.0230000312,271980.154,2768342.763,89.994,0.3510472906,-0.2343089899,-47.4720309817,97161.43975,0.278,0.2785,-0.0005
20200622_110245_00002710,6/22/2020,03:18:32.385,1168.944625,98330.385,121.2177809899,25.0230116719,271978.750,2768344.050,89.965,0.3159968471,-0.2430457322,-47.4152015643,97161.440375,0.291,0.29038,0.00062
20200622_110245_00002711,6/22/2020,03:18:32.681,1169.240875,98330.681,121.2177672702,25.0230231730,271977.364,2768345.322,89.940,0.2771784866,-0.1697613329,-47.3460687982,97161.440125,0.296,0.29625,-0.00025
20200622_110245_00002712,6/22/2020,03:18:32.989,1169.549,98330.989,121.2177534522,25.0230347956,271975.967,2768346.607,89.913,0.3014483882,-0.1444771168,-47.2815695316,97161.44,0.308,0.30813,-0.00012
20200622_110245_00002713,6/22/2020,03:18:33.306,1169.866,98331.306,121.2177397738,25.0230463508,271974.584,2768347.885,89.886,0.2773599095,-0.1569870047,-47.2325977434,97161.44,0.317,0.317,0
20200622_110245_00002714,6/22/2020,03:18:33.638,1170.197875,98331.638,121.2177259913,25.0230579991,271973.191,2768349.173,89.860,0.3111980725,-0.2403069762,-47.2411563143,97161.440125,0.332,0.33188,0.00013
20200622_110245_00002715,6/22/2020,03:18:33.981,1170.5415,98331.981,121.2177122565,25.0230696182,271971.803,2768350.457,89.830,0.4719997619,-0.1530781750,-47.3852738025,97161.4395,0.343,0.34362,-0.00063
20200622_110245_00002716,6/22/2020,03:18:34.331,1170.891125,98332.331,121.2176986082,25.0230810605,271970.424,2768351.723,89.798,0.4999612935,0.0615986926,-47.7180854010,97161.439875,0.35,0.34963,0.00038
20200622_110245_00002717,6/22/2020,03:18:34.687,1171.24675,98332.687,121.2176847615,25.0230925441,271969.024,2768352.992,89.775,0.7648323943,0.0552094591,-48.3900956938,97161.44025,0.356,0.35562,0.00037
20200622_110245_00002718,6/22/2020,03:18:35.048,1171.608,98333.048,121.2176707430,25.0231037456,271967.608,2768354.231,89.753,0.9763936036,-0.1003924202,-49.6821557901,97161.44,0.361,0.36125,-0.00025
20200622_110245_00002719,6/22/2020,03:18:35.413,1171.9725,98333.413,121.2176566370,25.0231144205,271966.182,2768355.411,89.730,1.2394117944,-0.1449557345,-51.9047203301,97161.4405,0.365,0.3645,0.0005
20200622_110245_00002720,6/22/2020,03:18:35.789,1172.34875,98333.789,121.2176419026,25.0231244105,271964.693,2768356.515,89.700,1.5664207742,-0.0645415945,-55.6778160174,97161.44025,0.376,0.37625,-0.00025
20200622_110245_00002721,6/22/2020,03:18:36.171,1172.731,98334.171,121.2176266645,25.0231331683,271963.154,2768357.483,89.679,1.6989232600,-0.0904636003,-60.2248136272,97161.44,0.382,0.38225,-0.00025
20200622_110245_00002722,6/22/2020,03:18:36.568,1173.128,98334.568,121.2176104890,25.0231405268,271961.520,2768358.295,89.655,1.4552591686,-0.1431277761,-66.3465101067,97161.44,0.397,0.397,0
20200622_110245_00002723,6/22/2020,03:18:36.968,1173.527875,98334.968,121.2175938226,25.0231459571,271959.837,2768358.894,89.629,1.2735453279,0.0524847995,-73.7803956263,97161.440125,0.4,0.39988,0.00012
20200622_110245_00002724,6/22/2020,03:18:37.374,1173.93375,98335.374,121.2175765110,25.0231490546,271958.089,2768359.234,89.615,0.8443316072,-0.1599875543,-82.7795852994,97161.44025,0.406,0.40587,0.00013
20200622_110245_00002725,6/22/2020,03:18:37.786,1174.345625,98335.786,121.2175588172,25.0231494721,271956.304,2768359.277,89.585,0.4192501506,-0.3494743307,-92.3933711655,97161.440375,0.412,0.41188,0.00012
20200622_110245_00002726,6/22/2020,03:18:38.198,1174.757375,98336.198,121.2175411491,25.0231474275,271954.521,2768359.048,89.558,0.8550322515,-0.5504587370,-101.796340663,97161.440625,0.412,0.41175,0.00025
20200622_110245_00002727,6/22/2020,03:18:38.603,1175.16325,98336.603,121.2175243874,25.0231429599,271952.830,2768358.551,89.523,1.4114450344,-0.1236730395,-110.981751555,97161.43975,0.405,0.40588,-0.00088
20200622_110245_00002728,6/22/2020,03:18:39.009,1175.569,98337.009,121.2175082456,25.0231361508,271951.202,2768357.794,89.507,2.0025057690,0.0352430088,-119.464897182,97161.44,0.406,0.40575,0.00025
20200622_110245_00002729,6/22/2020,03:18:39.406,1175.966125,98337.406,121.2174931239,25.0231273316,271949.678,2768356.814,89.493,2.3294335034,0.4758769596,-125.914302148,97161.439875,0.397,0.39712,-0.00013
20200622_110245_00002730,6/22/2020,03:18:39.794,1176.354375,98337.794,121.2174788735,25.0231169415,271948.241,2768355.661,89.493,2.0176854134,0.8492071223,-131.243438639,97161.439625,0.388,0.38825,-0.00025
20200622_110245_00002731,6/22/2020,03:18:40.168,1176.727875,98338.168,121.2174655515,25.0231054897,271946.899,2768354.391,89.514,1.6501165319,1.3628556576,-135.368225921,97161.440125,0.374,0.3735,0.0005
20200622_110245_00002732,6/22/2020,03:18:40.535,1177.09525,98338.535,121.2174526926,25.0230927835,271945.603,2768352.981,89.545,0.6123698309,0.3392987369,-138.074469970,97161.43975,0.367,0.36738,-0.00038
20200622_110245_00002733,6/22/2020,03:18:40.885,1177.444875,98338.885,121.2174401453,25.0230802358,271944.339,2768351.589,89.547,1.1930684332,0.6555921487,-139.036731615,97161.440125,0.35,0.34962,0.00037
20200622_110245_00002734,6/22/2020,03:18:41.225,1177.7855,98339.225,121.2174276692,25.0230674721,271943.083,2768350.174,89.558,1.4048919563,1.5739312274,-139.351696631,97161.4395,0.34,0.34063,-0.00062
20200622_110245_00002735,6/22/2020,03:18:41.557,1178.11725,98339.557,121.2174152661,25.0230546283,271941.833,2768348.749,89.598,1.8280615448,1.3987745784,-139.642579828,97161.43975,0.332,0.33175,0.00025
20200622_110245_00002736,6/22/2020,03:18:41.892,1178.452,98339.892,121.2174029410,25.0230414729,271940.592,2768347.290,89.632,1.3149594823,1.5938009098,-139.503235785,97161.44,0.335,0.33475,0.00025
20200622_110245_00002737,6/22/2020,03:18:42.221,1178.78075,98340.221,121.2173907425,25.0230285757,271939.363,2768345.859,89.679,0.8459342565,1.9779670674,-139.265024713,97161.44025,0.329,0.32875,0.00025
20200622_110245_00002738,6/22/2020,03:18:42.553,1179.112625,98340.553,121.2173782081,25.0230154522,271938.100,2768344.404,89.732,0.6457947975,1.9135185933,-138.957344505,97161.440375,0.332,0.33188,0.00012
20200622_110245_00002739,6/22/2020,03:18:42.876,1179.4355,98340.876,121.2173656960,25.0230025437,271936.840,2768342.972,89.780,0.4627220294,2.0035395075,-138.651061340,97161.4405,0.323,0.32288,0.00013
20200622_110245_00002740,6/22/2020,03:18:43.193,1179.752375,98341.193,121.2173530631,25.0229896838,271935.567,2768341.546,89.840,0.2432900416,2.0016282136,-138.380557839,97161.440625,0.317,0.31687,0.00012
20200622_110245_00002741,6/22/2020,03:18:43.507,1180.0665,98341.507,121.2173403585,25.0229767028,271934.287,2768340.106,89.886,-0.0641350759,2.0142471683,-138.115263508,97161.4405,0.314,0.31412,-0.00013
20200622_110245_00002742,6/22/2020,03:18:43.812,1180.371625,98341.812,121.2173276687,25.0229638815,271933.009,2768338.683,89.939,-0.2803674650,1.8220855371,-137.859137620,97161.440375,0.305,0.30513,-0.00012
20200622_110245_00002743,6/22/2020,03:18:44.111,1180.670875,98342.111,121.2173148681,25.0229511347,271931.719,2768337.270,89.987,-0.4612197741,1.6401176566,-137.605953121,97161.440125,0.299,0.29925,-0.00025
20200622_110245_00002744,6/22/2020,03:18:44.408,1180.96725,98342.408,121.2173015767,25.0229384929,271930.380,2768335.867,90.029,0.7043691600,1.3580366317,-137.325438788,97161.44075,0.297,0.29637,0.00062
20200622_110245_00002745,6/22/2020,03:18:44.692,1181.25175,98342.692,121.2172890808,25.0229260646,271929.121,2768334.489,90.052,0.2527719916,2.0485470935,-137.253010704,97161.44025,0.284,0.2845,-0.0005
20200622_110245_00002746,6/22/2020,03:18:44.979,1181.539,98342.979,121.2172758854,25.0229133660,271927.792,2768333.080,90.108,0.5901346087,1.3036371708,-137.103023730,97161.44,0.287,0.28725,-0.00025
20200622_110245_00002747,6/22/2020,03:18:45.261,1181.820625,98343.261,121.2172631509,25.0229008704,271926.509,2768331.694,90.141,0.2236378488,1.6935295382,-137.018832683,97161.440375,0.282,0.28163,0.00037
20200622_110245_00002748,6/22/2020,03:18:45.545,1182.105,98343.545,121.2172500751,25.0228882920,271925.191,2768330.298,90.175,0.5159816863,1.3513941095,-136.924145241,97161.44,0.284,0.28437,-0.00038
20200622_110245_00002749,6/22/2020,03:18:45.827,1182.3865,98343.827,121.2172371692,25.0228757874,271923.891,2768328.911,90.209,0.5494191939,1.5096010622,-136.928384509,97161.4405,0.282,0.2815,0.0005
20200622_110245_00002750,6/22/2020,03:18:46.105,1182.664875,98344.105,121.2172244153,25.0228634196,271922.606,2768327.539,90.229,0.6709809987,1.8228414909,-137.029135304,97161.440125,0.278,0.27837,-0.00038
20200622_110245_00002751,6/22/2020,03:18:46.384,1182.943375,98344.384,121.2172115913,25.0228508071,271921.314,2768326.140,90.273,0.5832959330,1.5806846986,-137.113053119,97161.440625,0.279,0.2785,0.0005
20200622_110245_00002752,6/22/2020,03:18:46.662,1183.221875,98344.662,121.2171988320,25.0228382128,271920.029,2768324.743,90.299,0.4787784198,1.8370076213,-137.124120723,97161.440125,0.278,0.2785,-0.0005
20200622_110245_00002753,6/22/2020,03:18:46.938,1183.497375,98344.938,121.2171860343,25.0228256304,271918.739,2768323.347,90.339,0.4780372694,1.7737179076,-137.106896999,97161.440625,0.276,0.2755,0.0005
20200622_110245_00002754,6/22/2020,03:18:47.213,1183.77275,98345.213,121.2171732104,25.0228129705,271917.447,2768321.943,90.373,0.4038691145,1.4805129850,-137.105437045,97161.44025,0.275,0.27538,-0.00037
20200622_110245_00002755,6/22/2020,03:18:47.486,1184.045375,98345.486,121.2171603522,25.0228004052,271916.152,2768320.549,90.402,0.5909843365,1.4605411682,-137.073494915,97161.440625,0.273,0.27262,0.00038
20200622_110245_00002756,6/22/2020,03:18:47.755,1184.315,98345.755,121.2171476318,25.0227879462,271914.870,2768319.167,90.421,0.6582904879,1.9005335873,-137.052831071,97161.44,0.269,0.26963,-0.00062
20200622_110245_00002757,6/22/2020,03:18:48.022,1184.581625,98346.022,121.2171347859,25.0227753567,271913.576,2768317.771,90.459,0.7271580872,1.5281648816,-137.085641519,97161.440375,0.267,0.26662,0.00037
20200622_110245_00002758,6/22/2020,03:18:48.289,1184.84825,98346.289,121.2171218546,25.0227627390,271912.273,2768316.371,90.485,0.9375807481,1.7145560725,-137.110360746,97161.44075,0.267,0.26662,0.00038
20200622_110245_00002759,6/22/2020,03:18:48.549,1185.109,98346.549,121.2171090967,25.0227503675,271910.988,2768314.999,90.510,1.3304327908,1.7846817543,-137.177546177,97161.44,0.26,0.26075,-0.00075
20200622_110245_00002760,6/22/2020,03:18:48.810,1185.36975,98346.81,121.2170962927,25.0227377323,271909.698,2768313.597,90.544,1.3615488499,1.7884618602,-137.388896311,97161.44025,0.261,0.26075,0.00025
